"Logger","Week","Temp"
"LowChannel","2013-45",10.37
"LowChannel","2013-46",11.16
"LowChannel","2013-47",9.51
"LowChannel","2013-48",10.25
"LowChannel","2013-49",6.76
"LowChannel","2013-50",8.46
"LowChannel","2013-51",8.49
"LowChannel","2013-52",8.55
"LowChannel","2013-53",8.43
"LowChannel","2014-1",8.04
"LowChannel","2014-10",11.44
"LowChannel","2014-11",11.2
"LowChannel","2014-12",10.78
"LowChannel","2014-13",10.86
"LowChannel","2014-14",11.36
"LowChannel","2014-15",10.76
"LowChannel","2014-16",10.77
"LowChannel","2014-17",11.33
"LowChannel","2014-18",12.94
"LowChannel","2014-19",12.78
"LowChannel","2014-2",8.97
"LowChannel","2014-20",14.31
"LowChannel","2014-21",11.61
"LowChannel","2014-22",11.34
"LowChannel","2014-23",10.47
"LowChannel","2014-24",12.19
"LowChannel","2014-3",8.84
"LowChannel","2014-4",9.2
"LowChannel","2014-5",8.92
"LowChannel","2014-6",8.52
"LowChannel","2014-7",10.04
"LowChannel","2014-8",10.63
"LowChannel","2014-9",10.87
"LowChannel","2015-33",14.01
"LowChannel","2015-34",11.54
"LowChannel","2015-35",14.47
"LowChannel","2015-36",14.97
"LowChannel","2015-37",12.31
"LowChannel","2015-38",12.35
"LowChannel","2015-39",11.33
"LowChannel","2015-40",11.7
"LowChannel","2015-41",13.39
"LowChannel","2015-42",13.2
"LowChannel","2015-43",13.05
"LowChannel","2015-44",14.16
"LowChannel","2015-45",13.25
"LowChannel","2015-46",12.85
"LowChannel","2015-47",11.86
"LowChannel","2015-48",10.88
"LowChannel","2015-49",12.2
"LowChannel","2015-50",12.16
"LowChannel","2015-51",11.48
"LowChannel","2015-52",10.3
"LowChannel","2015-53",10.12
"LowChannel","2016-1",10.35
"LowChannel","2016-10",11.81
"LowChannel","2016-11",11.64
"LowChannel","2016-12",12.06
"LowChannel","2016-13",12.19
"LowChannel","2016-14",12.51
"LowChannel","2016-15",13.31
"LowChannel","2016-16",13.19
"LowChannel","2016-17",13.42
"LowChannel","2016-18",12.74
"LowChannel","2016-19",11.36
"LowChannel","2016-2",10.87
"LowChannel","2016-20",11.65
"LowChannel","2016-21",12.74
"LowChannel","2016-22",13.33
"LowChannel","2016-23",11.68
"LowChannel","2016-24",12.78
"LowChannel","2016-25",13.1
"LowChannel","2016-26",12.56
"LowChannel","2016-27",10.75
"LowChannel","2016-28",14.25
"LowChannel","2016-29",12.91
"LowChannel","2016-3",11
"LowChannel","2016-30",12.56
"LowChannel","2016-31",10.31
"LowChannel","2016-32",11.26
"LowChannel","2016-33",10.2
"LowChannel","2016-34",10.92
"LowChannel","2016-35",11.84
"LowChannel","2016-36",13.08
"LowChannel","2016-37",10.5
"LowChannel","2016-38",11.23
"LowChannel","2016-39",11.34
"LowChannel","2016-4",11.15
"LowChannel","2016-40",11.45
"LowChannel","2016-41",12.54
"LowChannel","2016-42",13.27
"LowChannel","2016-43",13.49
"LowChannel","2016-44",13.73
"LowChannel","2016-45",14.1
"LowChannel","2016-46",14.23
"LowChannel","2016-47",13.69
"LowChannel","2016-48",13.08
"LowChannel","2016-49",12.12
"LowChannel","2016-5",11
"LowChannel","2016-50",10.96
"LowChannel","2016-51",10.37
"LowChannel","2016-52",10.21
"LowChannel","2016-53",9.8
"LowChannel","2016-6",11.29
"LowChannel","2016-7",11.67
"LowChannel","2016-8",11.27
"LowChannel","2016-9",11.72
"LowChannel","2017-1",8.8
"LowChannel","2017-10",9.96
"LowChannel","2017-11",10.92
"LowChannel","2017-12",10.94
"LowChannel","2017-13",11.06
"LowChannel","2017-14",10.96
"LowChannel","2017-15",10.76
"LowChannel","2017-16",11.48
"LowChannel","2017-17",11.68
"LowChannel","2017-18",12.25
"LowChannel","2017-19",11.78
"LowChannel","2017-2",8.75
"LowChannel","2017-20",13.28
"LowChannel","2017-21",14.18
"LowChannel","2017-22",16.76
"LowChannel","2017-23",11.39
"LowChannel","2017-24",14.03
"LowChannel","2017-25",12.34
"LowChannel","2017-26",12.54
"LowChannel","2017-27",10.18
"LowChannel","2017-28",11.14
"LowChannel","2017-29",12.69
"LowChannel","2017-3",9.6
"LowChannel","2017-30",11.11
"LowChannel","2017-31",10.26
"LowChannel","2017-32",11.37
"LowChannel","2017-33",11.09
"LowChannel","2017-34",10.45
"LowChannel","2017-35",10.69
"LowChannel","2017-36",11.02
"LowChannel","2017-37",10.91
"LowChannel","2017-38",12.42
"LowChannel","2017-39",13.05
"LowChannel","2017-4",10.05
"LowChannel","2017-40",12.26
"LowChannel","2017-41",11.49
"LowChannel","2017-42",11.6
"LowChannel","2017-43",12.03
"LowChannel","2017-44",11.57
"LowChannel","2017-45",10.99
"LowChannel","2017-46",11.23
"LowChannel","2017-47",11.41
"LowChannel","2017-48",11.26
"LowChannel","2017-49",10.35
"LowChannel","2017-5",9.74
"LowChannel","2017-50",10.6
"LowChannel","2017-51",10.22
"LowChannel","2017-52",10.39
"LowChannel","2017-53",9.55
"LowChannel","2017-6",10.28
"LowChannel","2017-7",10.64
"LowChannel","2017-8",10.24
"LowChannel","2017-9",9.68
"LowChannel","2018-1",10.11
"LowChannel","2018-10",9.62
"LowChannel","2018-11",10.17
"LowChannel","2018-12",9.9
"LowChannel","2018-13",10.34
"LowChannel","2018-14",10.33
"LowChannel","2018-15",10.78
"LowChannel","2018-16",10.92
"LowChannel","2018-17",11.41
"LowChannel","2018-18",11.24
"LowChannel","2018-19",11.7
"LowChannel","2018-2",10.91
"LowChannel","2018-20",18.76
"LowChannel","2018-21",22.83
"LowChannel","2018-22",22.5
"LowChannel","2018-23",22.6
"LowChannel","2018-24",22.67
"LowChannel","2018-25",20.81
"LowChannel","2018-26",20.52
"LowChannel","2018-3",11.12
"LowChannel","2018-4",10.75
"LowChannel","2018-5",10.75
"LowChannel","2018-6",11.12
"LowChannel","2018-7",10.07
"LowChannel","2018-8",9.4
"LowChannel","2018-9",8.85
"PatchBF","2013-28",11.26
"PatchBF","2013-29",11.62
"PatchBF","2013-30",10.71
"PatchBF","2013-31",12.13
"PatchBF","2013-32",11.45
"PatchBF","2013-33",14.32
"PatchBF","2013-34",12.21
"PatchBF","2013-35",15.3
"PatchBF","2013-36",16.26
"PatchBF","2013-37",13.97
"PatchBF","2013-38",14.71
"PatchBF","2013-39",14.45
"PatchBF","2013-40",14.03
"PatchBF","2013-41",12.87
"PatchBF","2013-42",10.79
"PatchBF","2013-43",10.25
"PatchBF","2013-44",9.87
"PatchBF","2013-45",10.57
"PatchBF","2013-46",10.92
"PatchBF","2013-47",8.74
"PatchBF","2013-48",10.23
"PatchBF","2013-49",4.89
"PatchBF","2013-50",8.35
"PatchBF","2013-51",8.04
"PatchBF","2013-52",8.72
"PatchBF","2013-53",8.66
"PatchBF","2014-1",7.83
"PatchBF","2014-10",12.02
"PatchBF","2014-11",11.21
"PatchBF","2014-12",11.27
"PatchBF","2014-13",10.75
"PatchBF","2014-14",11.89
"PatchBF","2014-15",11.21
"PatchBF","2014-16",11.28
"PatchBF","2014-17",11.58
"PatchBF","2014-18",13.78
"PatchBF","2014-19",13.64
"PatchBF","2014-2",9.15
"PatchBF","2014-20",15.18
"PatchBF","2014-21",13.27
"PatchBF","2014-22",12.08
"PatchBF","2014-23",11.87
"PatchBF","2014-24",12.15
"PatchBF","2014-25",12.91
"PatchBF","2014-26",14.14
"PatchBF","2014-27",13.32
"PatchBF","2014-28",11.55
"PatchBF","2014-29",11.43
"PatchBF","2014-3",8.65
"PatchBF","2014-30",12.99
"PatchBF","2014-31",11.74
"PatchBF","2014-32",11.51
"PatchBF","2014-33",12.57
"PatchBF","2014-34",12
"PatchBF","2014-35",12.64
"PatchBF","2014-36",12.19
"PatchBF","2014-37",11.94
"PatchBF","2014-38",13.42
"PatchBF","2014-39",15.15
"PatchBF","2014-4",9.84
"PatchBF","2014-40",13.26
"PatchBF","2014-41",13.3
"PatchBF","2014-42",14.9
"PatchBF","2014-43",14.41
"PatchBF","2014-44",14.65
"PatchBF","2014-45",13.6
"PatchBF","2014-46",10.32
"PatchBF","2014-47",12.75
"PatchBF","2014-48",12.36
"PatchBF","2014-49",12.79
"PatchBF","2014-5",8.43
"PatchBF","2014-50",12.61
"PatchBF","2014-51",12.75
"PatchBF","2014-52",11.48
"PatchBF","2014-53",7.07
"PatchBF","2014-6",7.82
"PatchBF","2014-7",9.95
"PatchBF","2014-8",10.99
"PatchBF","2014-9",11.11
"PatchBF","2015-1",11.17
"PatchBF","2015-10",11.09
"PatchBF","2015-11",12.6
"PatchBF","2015-12",11.98
"PatchBF","2015-13",13.16
"PatchBF","2015-14",11.38
"PatchBF","2015-15",12.61
"PatchBF","2015-16",10.75
"PatchBF","2015-17",11.66
"PatchBF","2015-18",10.96
"PatchBF","2015-19",11.24
"PatchBF","2015-2",11.62
"PatchBF","2015-20",10.95
"PatchBF","2015-21",11.39
"PatchBF","2015-22",11.02
"PatchBF","2015-23",11.23
"PatchBF","2015-24",10.33
"PatchBF","2015-25",12.75
"PatchBF","2015-26",11.92
"PatchBF","2015-27",13.49
"PatchBF","2015-28",15.32
"PatchBF","2015-29",14.59
"PatchBF","2015-3",11.83
"PatchBF","2015-30",15.3
"PatchBF","2015-31",12.05
"PatchBF","2015-32",14.4
"PatchBF","2015-33",15.08
"PatchBF","2015-34",13.54
"PatchBF","2015-35",15.65
"PatchBF","2015-36",16.06
"PatchBF","2015-37",13.09
"PatchBF","2015-38",13.98
"PatchBF","2015-39",12.09
"PatchBF","2015-4",12.37
"PatchBF","2015-40",13.14
"PatchBF","2015-41",14.01
"PatchBF","2015-42",13.52
"PatchBF","2015-43",13.18
"PatchBF","2015-44",13.84
"PatchBF","2015-45",12.51
"PatchBF","2015-46",12.46
"PatchBF","2015-47",11.25
"PatchBF","2015-48",10.25
"PatchBF","2015-49",12.17
"PatchBF","2015-5",12.42
"PatchBF","2015-50",11.59
"PatchBF","2015-51",11.29
"PatchBF","2015-52",9.39
"PatchBF","2015-53",8.4
"PatchBF","2015-6",12.41
"PatchBF","2015-7",12.68
"PatchBF","2015-8",11.16
"PatchBF","2015-9",11.17
"PatchBF","2016-1",9.51
"PatchBF","2016-10",11.67
"PatchBF","2016-11",11.69
"PatchBF","2016-12",11.93
"PatchBF","2016-13",12.52
"PatchBF","2016-14",13.04
"PatchBF","2016-15",13.34
"PatchBF","2016-16",13.61
"PatchBF","2016-17",13.41
"PatchBF","2016-18",13.56
"PatchBF","2016-19",12.22
"PatchBF","2016-2",10.56
"PatchBF","2016-20",12.16
"PatchBF","2016-21",13.21
"PatchBF","2016-22",14.45
"PatchBF","2016-23",12.41
"PatchBF","2016-24",13.26
"PatchBF","2016-25",13.96
"PatchBF","2016-26",13.55
"PatchBF","2016-27",12.31
"PatchBF","2016-28",15.1
"PatchBF","2016-29",13.9
"PatchBF","2016-3",10.89
"PatchBF","2016-30",13.63
"PatchBF","2016-31",11.28
"PatchBF","2016-32",12.29
"PatchBF","2016-33",11.03
"PatchBF","2016-34",11.96
"PatchBF","2016-35",12.73
"PatchBF","2016-36",13.91
"PatchBF","2016-37",11.09
"PatchBF","2016-38",11.86
"PatchBF","2016-39",12.02
"PatchBF","2016-4",11.1
"PatchBF","2016-40",11.71
"PatchBF","2016-41",12.91
"PatchBF","2016-42",13.15
"PatchBF","2016-43",13.33
"PatchBF","2016-44",13.51
"PatchBF","2016-45",14.07
"PatchBF","2016-46",13.85
"PatchBF","2016-47",13.35
"PatchBF","2016-48",12.75
"PatchBF","2016-49",11.15
"PatchBF","2016-5",10.91
"PatchBF","2016-50",10.23
"PatchBF","2016-51",9.71
"PatchBF","2016-52",9.9
"PatchBF","2016-53",9.27
"PatchBF","2016-6",11.55
"PatchBF","2016-7",11.6
"PatchBF","2016-8",11.05
"PatchBF","2016-9",11.77
"PatchBF","2017-1",6.82
"PatchBF","2017-10",9.91
"PatchBF","2017-11",10.8
"PatchBF","2017-12",11.2
"PatchBF","2017-13",10.78
"PatchBF","2017-14",11.22
"PatchBF","2017-15",10.43
"PatchBF","2017-16",12.22
"PatchBF","2017-17",11.55
"PatchBF","2017-18",12.66
"PatchBF","2017-19",11.75
"PatchBF","2017-2",8.23
"PatchBF","2017-20",13.99
"PatchBF","2017-21",15.49
"PatchBF","2017-22",22.14
"PatchBF","2017-3",9.41
"PatchBF","2017-4",9.89
"PatchBF","2017-5",9.29
"PatchBF","2017-6",10.16
"PatchBF","2017-7",10.43
"PatchBF","2017-8",9.97
"PatchBF","2017-9",9.17
